dicom_id,study_id,len_sucio,len_limpio,chars_recortados,fue_recortado,bleu4_sucio,bleu4_limpio,bleu4_delta,rougeL_sucio,rougeL_limpio,rougeL_delta,radgraph_sucio,radgraph_limpio,radgraph_delta,bertscore_p_sucio,bertscore_p_limpio,bertscore_p_delta,bertscore_r_sucio,bertscore_r_limpio,bertscore_r_delta,bertscore_f1_sucio,bertscore_f1_limpio,bertscore_f1_delta
2630b0b8-2d5af3a6-1a02c2ca-952e9535-b44c35ee,53368584,301,175,126,True,0.2025212130744436,0.06440028034872457,-0.13812093272571901,0.3917525773195877,0.32,-0.07175257731958767,0.3636363636363636,0.3636363636363636,0.0,0.8326940536499023,0.8132003545761108,-0.019493699073791504,0.7989120483398438,0.7467700242996216,-0.05214202404022217,0.815453290939331,0.7785707116127014,-0.03688257932662964
599b85f2-1459d013-e1a5ac24-9f73ad92-aaf0dc22,53368584,301,175,126,True,0.2025212130744436,0.06440028034872457,-0.13812093272571901,0.3917525773195877,0.32,-0.07175257731958767,0.3636363636363636,0.3636363636363636,0.0,0.8326940536499023,0.8132003545761108,-0.019493699073791504,0.7989121079444885,0.7467700839042664,-0.05214202404022217,0.8154533505439758,0.778570830821991,-0.03688251972198486
a3eabe82-0debb47b-bb826366-f4897953-799e5aae,55439624,334,257,77,True,0.08479722468298671,0.020493126326229794,-0.06430409835675692,0.17857142857142858,0.15053763440860213,-0.028033794162826448,0.05555555555555555,0.057142857142857134,0.0015873015873015817,0.7521242499351501,0.7031400799751282,-0.04898416996002197,0.7402222752571106,0.7027702331542969,-0.03745204210281372,0.7461258172988892,0.7029551267623901,-0.04317069053649902
ad41d9ed-37ff140e-afe872af-224a8477-f98ac392,55439624,401,252,149,True,0.023928422166407837,0.0071856923852973344,-0.0167427297811105,0.16806722689075632,0.08602150537634408,-0.08204572151441224,0.0,0.0,0.0,0.741596519947052,0.687467098236084,-0.05412942171096802,0.7434796094894409,0.679047703742981,-0.06443190574645996,0.7425369024276733,0.6832314729690552,-0.059305429458618164
53a0e91c-79580b39-f184232b-f105311f-eb2e51d2,59238247,288,211,77,True,0.07999919508538095,0.0038658693132553952,-0.07613332577212555,0.288,0.1981981981981982,-0.08980180180180178,0.04081632653061225,0.041666666666666664,0.0008503401360544158,0.7899966239929199,0.7404671907424927,-0.049529433250427246,0.7193156480789185,0.6791784763336182,-0.04013717174530029,0.7530010938644409,0.7084998488426208,-0.04450124502182007
a631cd7c-8da83d3e-b01eff09-adbbd532-d35221b8,59238247,312,189,123,True,0.024380609753761565,0.0033545885780855993,-0.021026021175675966,0.27692307692307694,0.20560747663551404,-0.0713156002875629,0.04081632653061225,0.041666666666666664,0.0008503401360544158,0.7801079750061035,0.7478617429733276,-0.03224623203277588,0.7269102931022644,0.6839850544929504,-0.042925238609313965,0.7525701522827148,0.7144985198974609,-0.038071632385253906
2134c2ee-d0accf09-60867899-ebfd91cb-740492f2,56644724,294,183,111,True,0.07507311240430026,0.018777410694183143,-0.056295701710117114,0.2972972972972973,0.3214285714285714,0.024131274131274083,0.09090909090909091,0.09090909090909091,0.0,0.7487990260124207,0.7383555173873901,-0.010443508625030518,0.7683590054512024,0.7357836365699768,-0.032575368881225586,0.7584528923034668,0.7370673418045044,-0.021385550498962402
d3374daa-668dfc88-b06827c7-07a5aa23-8527ce6f,56644724,355,221,134,True,0.07708183072658394,0.03554366983671189,-0.04153816088987205,0.2823529411764706,0.2622950819672131,-0.02005785920925751,0.07142857142857142,0.07142857142857142,0.0,0.7485091686248779,0.7178518772125244,-0.030657291412353516,0.7715883255004883,0.7315988540649414,-0.039989471435546875,0.7598735690116882,0.7246602177619934,-0.035213351249694824
fc08b4f9-a67dd3a8-8bc68820-858e5989-bb651ebd,54394630,301,186,115,True,0.07419578176198703,0.0037317946354410957,-0.07046398712654593,0.2638888888888889,0.1487603305785124,-0.1151285583103765,0.10810810810810811,0.1111111111111111,0.003003003003002991,0.8232852220535278,0.7688437104225159,-0.05444151163101196,0.7602121829986572,0.7098079919815063,-0.05040419101715088,0.790492594242096,0.7381473183631897,-0.05234527587890625
6976b759-a3c21932-f5fed21a-f20c3a55-f6b2a31e,54850191,312,257,55,True,0.023919623649859986,0.009625570123967938,-0.014294053525892048,0.19642857142857145,0.14285714285714285,-0.0535714285714286,0.13333333333333333,0.13333333333333333,0.0,0.786003053188324,0.7427791357040405,-0.04322391748428345,0.7489506006240845,0.717461347579956,-0.03148925304412842,0.7670296430587769,0.7299007177352905,-0.03712892532348633
560c19eb-ba6e25f1-db4b68e5-f2e99ede-0c13335e,55602594,304,186,118,True,0.0218437173997056,0.007381867770745586,-0.014461849628960015,0.16666666666666669,0.125,-0.041666666666666685,0.05,0.05128205128205128,0.0012820512820512775,0.7670191526412964,0.7518123984336853,-0.015206754207611084,0.7283087968826294,0.6902221441268921,-0.038086652755737305,0.7471628785133362,0.7197020053863525,-0.027460873126983643
abe4361b-d1efced1-d8a5c7c7-d8d2f411-efc7eeab,57157809,311,198,113,True,0.0694284573744017,0.002938720766704056,-0.06648973660769765,0.24203821656050956,0.145985401459854,-0.09605281510065555,0.09523809523809523,0.09523809523809523,0.0,0.8091970086097717,0.7742152214050293,-0.03498178720474243,0.7383251786231995,0.698108434677124,-0.04021674394607544,0.7721382975578308,0.7341947555541992,-0.03794354200363159
eaac275b-412e3c99-c1146f1d-d5a75f6d-5b900203,57157809,317,211,106,True,0.048904956862864515,0.0021748967066420556,-0.04673006015622246,0.21656050955414013,0.14388489208633096,-0.07267561746780918,0.09090909090909091,0.09302325581395349,0.0021141649048625755,0.7954105138778687,0.7631691694259644,-0.0322413444519043,0.7279545068740845,0.6924651861190796,-0.03548932075500488,0.7601889967918396,0.7261000275611877,-0.034088969230651855
31110ed3-86fe9c69-e902d7ba-35e88460-de307d98,58922574,341,223,118,True,0.11866453613954683,0.03131962304022266,-0.08734491309932417,0.25396825396825395,0.2075471698113208,-0.04642108415693316,0.15,0.15,0.0,0.8007268905639648,0.772506594657898,-0.028220295906066895,0.746198832988739,0.7066961526870728,-0.03950268030166626,0.7725017666816711,0.738137423992157,-0.03436434268951416
fd304109-5c81920c-b07741f9-0ddaf49f-37dc8b0b,58922574,313,182,131,True,0.13359551430194,0.01593611954240583,-0.11765939475953417,0.2521008403361345,0.14583333333333331,-0.10626750700280119,0.27777777777777773,0.2162162162162162,-0.061561561561561534,0.824985146522522,0.7895157337188721,-0.0354694128036499,0.7507959604263306,0.6983069181442261,-0.05248904228210449,0.7861440777778625,0.7411156296730042,-0.0450284481048584
62f2e63c-be6ca8db-4e01884d-0a900441-200db314,59603171,316,190,126,True,0.06986277829793773,0.012557901989301038,-0.05730487630863669,0.2708333333333333,0.273972602739726,0.0031392694063926974,0.125,0.125,0.0,0.7789271473884583,0.7787639498710632,-0.00016319751739501953,0.7723881006240845,0.7419058680534363,-0.030482232570648193,0.7756438255310059,0.7598881721496582,-0.015755653381347656
5f1ac54d-47dfae00-930fa704-514131fa-ee0c138e,53321493,315,181,134,True,0.22689214627032536,0.06778234225376015,-0.15910980401656521,0.34693877551020413,0.2972972972972973,-0.04964147821290682,0.3157894736842105,0.30769230769230765,-0.008097165991902855,0.8356780409812927,0.834235429763794,-0.0014426112174987793,0.8156365156173706,0.7611486315727234,-0.05448788404464722,0.8255356550216675,0.7960178852081299,-0.029517769813537598
a5f1348b-3f09fcc2-0a683279-ac1cebdf-60d68865,53321493,286,189,97,True,0.22397926624433043,0.07151443636945665,-0.15246482987487378,0.3617021276595745,0.34210526315789475,-0.019596864501679745,0.3157894736842105,0.32432432432432434,0.008534850640113834,0.8468255996704102,0.8338642120361328,-0.012961387634277344,0.815004289150238,0.7636744379997253,-0.051329851150512695,0.8306102156639099,0.7972273230552673,-0.03338289260864258
ef0a09f0-9e21694b-d857400f-f002e5c8-8ee47b94,50526690,307,183,124,True,0.0477039854568717,0.0007628482055858942,-0.046941137251285805,0.1871345029239766,0.10738255033557047,-0.07975195258840613,0.08163265306122448,0.08163265306122448,0.0,0.8010648488998413,0.7458196878433228,-0.055245161056518555,0.73783940076828,0.6868293285369873,-0.051010072231292725,0.7681533098220825,0.7151100039482117,-0.05304330587387085
fb8ae1e9-05e3a012-43e61b7b-fb157e12-8f82ecbf,50526690,462,349,113,True,0.06214024951127208,0.005248684948244809,-0.05689156456302727,0.17435897435897438,0.10588235294117646,-0.06847662141779792,0.037037037037037035,0.0,-0.037037037037037035,0.7918776869773865,0.7401134371757507,-0.05176424980163574,0.7531925439834595,0.7063559889793396,-0.04683655500411987,0.7720508575439453,0.7228408455848694,-0.04921001195907593
b7d461a7-0c62f988-6f183936-a5893d35-bb834eb2,51545426,305,257,48,True,0.11678327137368698,0.009563966793353716,-0.10721930458033327,0.2931034482758621,0.1553398058252427,-0.1377636424506194,0.04878048780487805,0.04878048780487805,0.0,0.8233458995819092,0.7555685639381409,-0.06777733564376831,0.7832344174385071,0.7376590371131897,-0.04557538032531738,0.8027894496917725,0.7465064525604248,-0.056282997131347656
101a731c-9672c933-d9ea98c3-a7c61f56-98837995,58065422,453,373,80,True,0.0556723204585207,0.008490292194134243,-0.04718202826438646,0.20338983050847456,0.07920792079207921,-0.12418190971639535,0.0,0.0,0.0,0.7334713935852051,0.694217324256897,-0.039254069328308105,0.7320709228515625,0.6906895637512207,-0.0413813591003418,0.7327705025672913,0.6924489736557007,-0.040321528911590576
